sample,timestamp_s,d_raw_m,a_raw_ms2,d_est_m,v_est_ms,a_est_ms2,v_used_ms,TTC_s,label
520,25.8658,0.0528,-0.0077,0.0442,0.0096,-0.0076,0.0177,15.0000,COLLISION RISK
521,26.0975,0.0756,0.0103,0.0479,0.0135,0.0105,0.0411,15.0000,COLLISION RISK
522,26.0979,0.0659,-0.0268,0.0503,0.0141,-0.0266,0.0295,15.0000,ÉLOIGNEMENT
523,26.0982,0.0657,0.0091,0.0525,0.0162,0.0091,0.0283,15.0000,ÉLOIGNEMENT
524,26.0985,0.0756,-0.0041,0.0556,0.0184,-0.0039,0.0379,15.0000,ÉLOIGNEMENT
525,26.1184,0.1199,0.0151,0.0630,0.0262,0.0155,0.0831,15.0000,ÉLOIGNEMENT
526,26.1667,0.0821,-0.0101,0.0662,0.0277,-0.0100,0.0415,15.0000,ÉLOIGNEMENT
527,26.2146,0.0724,0.0749,0.0681,0.0319,0.0748,0.0317,15.0000,ÉLOIGNEMENT
528,26.2618,0.0691,-0.0316,0.0696,0.0303,-0.0315,0.0279,15.0000,ÉLOIGNEMENT
529,26.3093,0.0691,0.0127,0.0709,0.0307,0.0126,0.0269,15.0000,ÉLOIGNEMENT
530,26.3572,0.0724,-0.0017,0.0725,0.0306,-0.0017,0.0294,15.0000,ÉLOIGNEMENT
531,26.6423,0.0626,0.0199,0.0729,0.0303,0.0198,0.0183,15.0000,ÉLOIGNEMENT
532,26.6428,0.0755,0.0031,0.0745,0.0306,0.0031,0.0311,15.0000,ÉLOIGNEMENT
533,26.6430,0.0959,0.0079,0.0781,0.0332,0.0080,0.0510,15.0000,ÉLOIGNEMENT
534,26.6433,0.0924,-0.0161,0.0810,0.0338,-0.0160,0.0452,15.0000,ÉLOIGNEMENT
535,26.6435,0.0924,0.0354,0.0837,0.0366,0.0354,0.0438,15.0000,ÉLOIGNEMENT
536,26.6586,0.0890,-0.0029,0.0859,0.0369,-0.0028,0.0389,15.0000,ÉLOIGNEMENT
537,26.7057,0.0993,-0.0137,0.0889,0.0375,-0.0136,0.0477,15.0000,ÉLOIGNEMENT
538,26.7529,0.0890,0.0163,0.0906,0.0381,0.0163,0.0351,15.0000,ÉLOIGNEMENT
539,26.8001,0.0890,-0.0197,0.0921,0.0367,-0.0197,0.0333,15.0000,ÉLOIGNEMENT
540,26.8473,0.1063,-0.0029,0.0952,0.0379,-0.0028,0.0493,15.0000,ÉLOIGNEMENT
541,27.1052,0.0924,-0.0089,0.0966,0.0370,-0.0089,0.0324,15.0000,ÉLOIGNEMENT
542,27.1056,0.1062,0.0079,0.0993,0.0382,0.0079,0.0451,15.0000,ÉLOIGNEMENT
543,27.1058,0.0924,-0.0125,0.1003,0.0366,-0.0125,0.0285,15.0000,ÉLOIGNEMENT
544,27.1060,0.0924,0.0079,0.1011,0.0359,0.0078,0.0268,15.0000,ÉLOIGNEMENT
545,27.1063,0.0924,-0.0256,0.1018,0.0335,-0.0256,0.0248,15.0000,ÉLOIGNEMENT
546,27.1490,0.0924,0.0043,0.1024,0.0325,0.0042,0.0228,15.0000,ÉLOIGNEMENT
547,27.1963,0.0924,-0.0005,0.1028,0.0312,-0.0006,0.0212,15.0000,ÉLOIGNEMENT
548,27.2439,0.0924,0.0055,0.1031,0.0301,0.0054,0.0197,15.0000,ÉLOIGNEMENT
549,27.3073,0.0924,0.0187,0.1034,0.0297,0.0186,0.0186,15.0000,ÉLOIGNEMENT
550,27.3546,0.0924,-0.0089,0.1036,0.0279,-0.0089,0.0172,15.0000,ÉLOIGNEMENT
551,27.6118,0.0924,0.0091,0.1037,0.0269,0.0090,0.0159,15.0000,ÉLOIGNEMENT
552,27.6121,0.0924,0.0043,0.1038,0.0258,0.0042,0.0147,15.0000,ÉLOIGNEMENT
553,27.6123,0.0924,0.0031,0.1038,0.0245,0.0030,0.0136,15.0000,ÉLOIGNEMENT
554,27.6126,0.0924,0.0091,0.1037,0.0236,0.0090,0.0125,15.0000,ÉLOIGNEMENT
555,27.6128,0.0924,0.0115,0.1036,0.0228,0.0114,0.0117,15.0000,ÉLOIGNEMENT
556,27.6550,0.0924,0.0103,0.1035,0.0219,0.0102,0.0109,15.0000,ÉLOIGNEMENT
557,27.7026,0.0924,-0.0017,0.1034,0.0205,-0.0018,0.0100,15.0000,STATIONNAIRE
558,27.7504,0.0924,0.0127,0.1032,0.0198,0.0126,0.0091,15.0000,STATIONNAIRE
559,27.7982,0.0924,-0.0065,0.1029,0.0182,-0.0065,0.0082,15.0000,STATIONNAIRE
560,27.8460,0.1164,-0.0113,0.1051,0.0190,-0.0112,0.0320,15.0000,ÉLOIGNEMENT
561,28.1096,0.1130,0.0079,0.1068,0.0201,0.0079,0.0268,15.0000,ÉLOIGNEMENT
562,28.1101,0.1933,-0.0053,0.1165,0.0293,-0.0048,0.1090,15.0000,ÉLOIGNEMENT
563,28.1104,0.1804,-0.0029,0.1244,0.0361,-0.0025,0.0920,15.0000,ÉLOIGNEMENT
564,28.1107,0.1804,-0.0089,0.1317,0.0416,-0.0086,0.0891,15.0000,ÉLOIGNEMENT
565,28.1109,0.1804,-0.0017,0.1386,0.0467,-0.0014,0.0864,15.0000,ÉLOIGNEMENT
566,28.1457,0.1804,-0.0077,0.1450,0.0507,-0.0075,0.0839,15.0000,ÉLOIGNEMENT
567,28.2098,0.1804,-0.0029,0.1509,0.0542,-0.0027,0.0812,15.0000,ÉLOIGNEMENT
568,28.2569,0.1804,-0.0017,0.1563,0.0570,-0.0015,0.0787,15.0000,ÉLOIGNEMENT
569,28.3049,0.1804,-0.0053,0.1613,0.0591,-0.0052,0.0760,15.0000,ÉLOIGNEMENT
570,28.3525,0.1804,0.0031,0.1659,0.0611,0.0032,0.0733,15.0000,ÉLOIGNEMENT
571,28.6301,0.1804,-0.0065,0.1702,0.0620,-0.0064,0.0705,15.0000,ÉLOIGNEMENT
572,28.6305,0.1804,-0.0005,0.1740,0.0628,-0.0005,0.0676,15.0000,ÉLOIGNEMENT
573,28.6308,0.1804,-0.0053,0.1775,0.0629,-0.0053,0.0646,15.0000,ÉLOIGNEMENT
574,28.6310,0.1804,0.0067,0.1806,0.0632,0.0067,0.0617,15.0000,ÉLOIGNEMENT
575,28.6313,0.1804,-0.0209,0.1834,0.0618,-0.0209,0.0585,15.0000,ÉLOIGNEMENT
576,28.6539,0.1804,-0.0125,0.1858,0.0605,-0.0125,0.0550,15.0000,ÉLOIGNEMENT
577,28.7016,0.1804,0.0163,0.1880,0.0604,0.0162,0.0521,15.0000,ÉLOIGNEMENT
578,28.7496,0.1804,-0.0125,0.1899,0.0586,-0.0125,0.0492,15.0000,ÉLOIGNEMENT
579,28.7973,0.1804,0.0115,0.1916,0.0578,0.0114,0.0464,15.0000,ÉLOIGNEMENT
580,28.8447,0.1804,-0.0232,0.1930,0.0550,-0.0232,0.0432,15.0000,ÉLOIGNEMENT
581,29.1118,0.1804,0.0007,0.1942,0.0534,0.0006,0.0401,15.0000,ÉLOIGNEMENT
582,29.1122,0.1804,-0.0017,0.1952,0.0515,-0.0018,0.0374,15.0000,ÉLOIGNEMENT
583,29.1125,0.1804,0.0127,0.1960,0.0502,0.0126,0.0349,15.0000,ÉLOIGNEMENT
584,29.1128,0.1804,0.0091,0.1967,0.0486,0.0090,0.0327,15.0000,ÉLOIGNEMENT
585,29.1131,0.1804,-0.0197,0.1971,0.0456,-0.0198,0.0301,15.0000,ÉLOIGNEMENT
586,29.1447,0.1804,-0.0101,0.1975,0.0430,-0.0102,0.0272,15.0000,ÉLOIGNEMENT
587,29.2082,0.1804,-0.0125,0.1976,0.0402,-0.0126,0.0245,15.0000,ÉLOIGNEMENT
588,29.2559,0.1804,-0.0005,0.1977,0.0381,-0.0006,0.0221,15.0000,ÉLOIGNEMENT
589,29.3035,0.1804,-0.0185,0.1976,0.0350,-0.0186,0.0196,15.0000,ÉLOIGNEMENT
590,29.3516,0.1804,-0.0017,0.1974,0.0329,-0.0018,0.0173,15.0000,ÉLOIGNEMENT
591,29.6164,0.1806,-0.0185,0.1971,0.0299,-0.0186,0.0153,15.0000,ÉLOIGNEMENT
592,29.6168,0.1804,-0.0041,0.1968,0.0277,-0.0042,0.0130,15.0000,ÉLOIGNEMENT
593,29.6171,0.1804,-0.0029,0.1963,0.0256,-0.0030,0.0112,15.0000,ÉLOIGNEMENT
594,29.6173,0.1804,-0.0328,0.1958,0.0220,-0.0329,0.0090,15.0000,STATIONNAIRE
595,29.6176,0.1804,0.0175,0.1952,0.0211,0.0173,0.0074,15.0000,STATIONNAIRE
596,29.6522,0.1804,-0.0077,0.1947,0.0189,-0.0078,0.0062,15.0000,STATIONNAIRE
597,29.6997,0.1804,-0.0053,0.1940,0.0170,-0.0054,0.0048,15.0000,STATIONNAIRE
598,29.7465,0.1804,0.0139,0.1934,0.0161,0.0138,0.0039,15.0000,STATIONNAIRE
599,29.8090,0.1806,-0.0053,0.1928,0.0143,-0.0054,0.0032,15.0000,STATIONNAIRE
600,29.8563,0.1804,-0.0077,0.1922,0.0125,-0.0078,0.0019,15.0000,STATIONNAIRE
601,30.1231,0.1804,-0.0197,0.1915,0.0101,-0.0198,0.0007,15.0000,STATIONNAIRE
602,30.1236,0.1804,-0.0137,0.1908,0.0082,-0.0138,-0.0006,15.0000,STATIONNAIRE
603,30.1239,0.1804,-0.0041,0.1901,0.0068,-0.0042,-0.0016,15.0000,STATIONNAIRE
604,30.1241,0.1804,0.0055,0.1894,0.0059,0.0054,-0.0021,15.0000,STATIONNAIRE
605,30.1244,0.1804,0.0019,0.1888,0.0050,0.0018,-0.0025,15.0000,STATIONNAIRE
606,30.1579,0.1804,0.0055,0.1881,0.0043,0.0054,-0.0028,15.0000,STATIONNAIRE
607,30.2054,0.1804,0.0067,0.1876,0.0038,0.0066,-0.0029,15.0000,STATIONNAIRE
608,30.2530,0.1804,0.0007,0.1870,0.0030,0.0007,-0.0031,15.0000,STATIONNAIRE
609,30.3005,0.1804,0.0115,0.1865,0.0028,0.0114,-0.0031,15.0000,STATIONNAIRE
610,30.3480,0.1804,0.0031,0.1860,0.0023,0.0031,-0.0030,15.0000,STATIONNAIRE
611,30.6015,0.1804,0.0199,0.1855,0.0026,0.0198,-0.0027,15.0000,STATIONNAIRE
612,30.6019,0.1804,0.0175,0.1851,0.0029,0.0175,-0.0022,15.0000,STATIONNAIRE
613,30.6022,0.1804,0.0115,0.1848,0.0030,0.0115,-0.0018,15.0000,STATIONNAIRE
614,30.6024,0.1804,0.0043,0.1845,0.0027,0.0043,-0.0016,15.0000,STATIONNAIRE
615,30.6038,0.1804,-0.0125,0.1842,0.0016,-0.0125,-0.0018,15.0000,STATIONNAIRE
616,30.6517,0.1804,0.0282,0.1839,0.0026,0.0281,-0.0015,15.0000,STATIONNAIRE
617,30.6992,0.1804,-0.0101,0.1836,0.0017,-0.0101,-0.0014,15.0000,STATIONNAIRE
618,30.7470,0.1804,0.0127,0.1834,0.0019,0.0127,-0.0013,15.0000,STATIONNAIRE
619,30.7945,0.1804,-0.0221,0.1832,0.0005,-0.0221,-0.0016,15.0000,STATIONNAIRE
620,30.8418,0.1804,0.0019,0.1829,0.0003,0.0019,-0.0019,15.0000,STATIONNAIRE
621,31.1070,0.1804,0.0079,0.1827,0.0004,0.0079,-0.0018,15.0000,STATIONNAIRE
622,31.1073,0.1804,0.0079,0.1825,0.0005,0.0079,-0.0016,15.0000,STATIONNAIRE
623,31.1076,0.1804,0.0079,0.1823,0.0007,0.0079,-0.0014,15.0000,STATIONNAIRE
624,31.1078,0.1804,-0.0161,0.1821,-0.0003,-0.0161,-0.0016,15.0000,STATIONNAIRE
625,31.1080,0.1804,0.0007,0.1819,-0.0005,0.0007,-0.0018,15.0000,STATIONNAIRE
626,31.1438,0.1804,-0.0185,0.1817,-0.0016,-0.0185,-0.0021,15.0000,STATIONNAIRE
627,31.2062,0.1804,-0.0077,0.1815,-0.0021,-0.0077,-0.0026,15.0000,STATIONNAIRE
628,31.2528,0.1804,0.0091,0.1813,-0.0017,0.0091,-0.0025,15.0000,STATIONNAIRE
629,31.3002,0.1804,0.0079,0.1811,-0.0014,0.0079,-0.0022,15.0000,STATIONNAIRE
630,31.3471,0.1804,-0.0005,0.1810,-0.0015,-0.0005,-0.0021,15.0000,STATIONNAIRE
631,31.6127,0.1804,-0.0316,0.1808,-0.0032,-0.0316,-0.0026,15.0000,STATIONNAIRE
632,31.6130,0.1804,-0.0053,0.1806,-0.0035,-0.0053,-0.0031,15.0000,STATIONNAIRE
633,31.6133,0.1804,-0.0137,0.1804,-0.0041,-0.0137,-0.0034,15.0000,STATIONNAIRE
634,31.6135,0.1804,-0.0053,0.1803,-0.0044,-0.0053,-0.0036,15.0000,STATIONNAIRE
635,31.6137,0.1804,-0.0017,0.1801,-0.0044,-0.0017,-0.0037,15.0000,STATIONNAIRE
636,31.6477,0.1804,-0.0005,0.1799,-0.0044,-0.0005,-0.0036,15.0000,STATIONNAIRE
637,31.6948,0.1804,0.0007,0.1798,-0.0043,0.0007,-0.0035,15.0000,STATIONNAIRE
638,31.7429,0.1804,-0.0197,0.1796,-0.0052,-0.0197,-0.0037,15.0000,STATIONNAIRE
639,31.8067,0.1804,0.0079,0.1795,-0.0047,0.0079,-0.0036,15.0000,STATIONNAIRE
640,31.8542,0.1804,-0.0256,0.1793,-0.0058,-0.0256,-0.0039,15.0000,STATIONNAIRE
641,32.1033,0.1804,0.0187,0.1792,-0.0047,0.0187,-0.0037,15.0000,STATIONNAIRE
642,32.1037,0.1804,-0.0209,0.1791,-0.0056,-0.0208,-0.0037,15.0000,STATIONNAIRE
643,32.1040,0.1804,-0.0041,0.1790,-0.0056,-0.0041,-0.0038,15.0000,STATIONNAIRE
644,32.1043,0.1804,0.0031,0.1789,-0.0053,0.0031,-0.0036,15.0000,STATIONNAIRE
645,32.1045,0.1806,0.0163,0.1788,-0.0043,0.0163,-0.0029,15.0000,STATIONNAIRE
646,32.1558,0.1804,-0.0161,0.1788,-0.0049,-0.0160,-0.0029,15.0000,STATIONNAIRE
647,32.2037,0.1804,-0.0005,0.1787,-0.0047,-0.0005,-0.0029,15.0000,STATIONNAIRE
648,32.2508,0.1804,0.0031,0.1787,-0.0043,0.0031,-0.0027,15.0000,STATIONNAIRE
649,32.2982,0.1804,-0.0113,0.1787,-0.0047,-0.0113,-0.0026,15.0000,STATIONNAIRE
650,32.3458,0.1804,-0.0041,0.1786,-0.0047,-0.0041,-0.0027,15.0000,STATIONNAIRE
651,32.6008,0.1804,-0.0101,0.1786,-0.0049,-0.0101,-0.0028,15.0000,STATIONNAIRE
652,32.6012,0.1804,-0.0065,0.1785,-0.0050,-0.0065,-0.0028,15.0000,STATIONNAIRE
653,32.6015,0.1804,-0.0017,0.1785,-0.0049,-0.0017,-0.0028,15.0000,STATIONNAIRE
654,32.6017,0.1804,-0.0149,0.1785,-0.0054,-0.0149,-0.0029,15.0000,STATIONNAIRE
655,32.6020,0.1804,0.0103,0.1784,-0.0046,0.0103,-0.0028,15.0000,STATIONNAIRE
656,32.6464,0.1804,0.0007,0.1784,-0.0043,0.0007,-0.0024,15.0000,STATIONNAIRE
657,32.6941,0.1804,0.0091,0.1784,-0.0037,0.0091,-0.0020,15.0000,STATIONNAIRE
658,32.7417,0.1804,0.0127,0.1785,-0.0028,0.0127,-0.0015,15.0000,STATIONNAIRE
659,32.8054,0.1804,0.0007,0.1786,-0.0025,0.0007,-0.0010,15.0000,STATIONNAIRE
660,32.8525,0.1806,-0.0053,0.1787,-0.0025,-0.0053,-0.0007,15.0000,STATIONNAIRE
661,33.1020,0.1804,0.0043,0.1787,-0.0021,0.0043,-0.0007,15.0000,STATIONNAIRE
662,33.1024,0.1804,0.0163,0.1788,-0.0011,0.0163,-0.0002,15.0000,STATIONNAIRE
663,33.1026,0.1804,-0.0173,0.1789,-0.0018,-0.0172,-0.0002,15.0000,STATIONNAIRE
664,33.1028,0.1804,0.0258,0.1790,-0.0003,0.0258,0.0002,15.0000,STATIONNAIRE
665,33.1030,0.1804,-0.0041,0.1791,-0.0004,-0.0041,0.0006,15.0000,STATIONNAIRE
666,33.1391,0.1804,0.0031,0.1792,-0.0001,0.0031,0.0007,15.0000,STATIONNAIRE
667,33.2029,0.0756,-0.0113,0.1686,-0.0121,-0.0119,-0.1084,1.5555,APPROCHE
668,33.2507,0.0461,-0.0053,0.1555,-0.0258,-0.0061,-0.1363,1.1412,APPROCHE
669,33.2989,0.0331,-0.2580,0.1415,-0.0521,-0.2584,-0.1514,0.9349,COLLISION RISK
670,33.3469,0.0364,0.0426,0.1285,-0.0613,0.0416,-0.1478,0.8692,COLLISION RISK
671,33.6285,0.0331,-0.0292,0.1159,-0.0730,-0.0297,-0.1486,0.7805,COLLISION RISK
672,33.6289,0.0494,0.0258,0.1059,-0.0786,0.0253,-0.1285,0.8239,COLLISION RISK
673,33.6292,0.0461,0.0151,0.0963,-0.0841,0.0148,-0.1285,0.7491,COLLISION RISK
674,33.6294,0.0364,0.0043,0.0864,-0.0900,0.0040,-0.1350,0.6399,COLLISION RISK
675,33.6296,0.0364,-0.0005,0.0772,-0.0950,-0.0008,-0.1310,0.5893,COLLISION RISK
676,33.6327,0.0364,-0.0101,0.0687,-0.0995,-0.0103,-0.1271,0.5409,COLLISION RISK
677,33.6801,0.0364,-0.0232,0.0609,-0.1037,-0.0234,-0.1234,0.4939,COLLISION RISK
678,33.7271,0.0364,0.0079,0.0538,-0.1055,0.0077,-0.1191,0.4514,COLLISION RISK
679,33.7905,0.0364,-0.0101,0.0473,-0.1073,-0.0102,-0.1146,0.4123,COLLISION RISK
680,33.8384,0.0364,-0.0029,0.0413,-0.1081,-0.0029,-0.1101,0.3754,COLLISION RISK
681,34.1249,0.0266,0.0043,0.0350,-0.1089,0.0042,-0.1154,0.3031,COLLISION RISK
682,34.1253,0.0364,-0.0161,0.0302,-0.1089,-0.0160,-0.1002,0.3015,COLLISION RISK
683,34.1256,0.0364,0.0007,0.0260,-0.1076,0.0008,-0.0955,0.2718,COLLISION RISK
684,34.1258,0.0266,-0.0077,0.0212,-0.1073,-0.0077,-0.1009,0.2100,COLLISION RISK
685,34.1261,0.0266,-0.0029,0.0169,-0.1063,-0.0028,-0.0958,0.1766,COLLISION RISK
686,34.1264,0.0266,-0.0005,0.0131,-0.1046,-0.0004,-0.0907,0.1449,COLLISION RISK
687,34.1723,0.0266,0.0055,0.0098,-0.1023,0.0056,-0.0855,0.1150,COLLISION RISK
688,34.2362,0.0266,-0.0029,0.0070,-0.1000,-0.0028,-0.0805,0.0864,COLLISION RISK
689,34.2838,0.0266,0.0079,0.0045,-0.0969,0.0080,-0.0754,0.0595,COLLISION RISK
690,34.3318,0.0266,0.0055,0.0024,-0.0937,0.0057,-0.0703,0.0342,COLLISION RISK
691,34.6007,0.0266,0.0139,0.0007,-0.0898,0.0141,-0.0653,0.0107,COLLISION RISK
692,34.6011,0.0266,-0.0065,-0.0007,-0.0867,-0.0063,-0.0606,-0.0114,COLLISION RISK
693,34.6014,0.0266,-0.0185,-0.0018,-0.0842,-0.0183,-0.0565,-0.0320,COLLISION RISK
694,34.6016,0.0266,0.0019,-0.0027,-0.0805,0.0021,-0.0525,-0.0510,COLLISION RISK
695,34.6018,0.0266,-0.0089,-0.0033,-0.0772,-0.0087,-0.0485,-0.0681,COLLISION RISK
696,34.6347,0.0266,0.0055,-0.0037,-0.0732,0.0057,-0.0445,-0.0830,COLLISION RISK
697,34.6822,0.0266,0.0031,-0.0039,-0.0693,0.0033,-0.0406,-0.0956,COLLISION RISK
698,34.7297,0.0266,0.0282,-0.0038,-0.0641,0.0284,-0.0364,-0.1056,COLLISION RISK
699,34.7772,0.0266,-0.0125,-0.0036,-0.0611,-0.0122,-0.0327,-0.1106,COLLISION RISK
700,34.8253,0.0266,0.0019,-0.0033,-0.0573,0.0021,-0.0295,-0.1106,COLLISION RISK
701,35.0906,0.0266,0.0067,-0.0028,-0.0533,0.0069,-0.0262,-0.1057,COLLISION RISK
702,35.0910,0.0266,-0.0065,-0.0022,-0.0501,-0.0063,-0.0232,-0.0930,COLLISION RISK
703,35.0913,0.0266,0.0043,-0.0015,-0.0464,0.0045,-0.0205,-0.0713,COLLISION RISK
704,35.0916,0.0266,-0.0268,-0.0007,-0.0444,-0.0266,-0.0183,-0.0384,COLLISION RISK
705,35.0918,0.0266,0.0318,0.0001,-0.0396,0.0319,-0.0157,0.0086,COLLISION RISK
706,35.1276,0.0266,-0.0017,0.0011,-0.0365,-0.0015,-0.0130,0.0819,COLLISION RISK
707,35.1751,0.0266,-0.0041,0.0020,-0.0337,-0.0039,-0.0110,0.1856,COLLISION RISK
708,35.2230,0.0266,-0.0244,0.0030,-0.0320,-0.0242,-0.0095,15.0000,COLLISION RISK
709,35.2862,0.0266,0.0043,0.0040,-0.0290,0.0044,-0.0080,15.0000,COLLISION RISK
710,35.3340,0.0266,0.0247,0.0050,-0.0251,0.0248,-0.0059,15.0000,COLLISION RISK
711,35.6157,0.0266,0.0247,0.0061,-0.0214,0.0248,-0.0035,15.0000,COLLISION RISK
712,35.6161,0.0266,0.0019,0.0073,-0.0189,0.0021,-0.0017,15.0000,COLLISION RISK
713,35.6163,0.0266,-0.0065,0.0084,-0.0170,-0.0064,-0.0005,15.0000,COLLISION RISK
714,35.6165,0.0266,-0.0017,0.0095,-0.0150,-0.0016,0.0006,15.0000,COLLISION RISK
715,35.6167,0.0266,-0.0005,0.0106,-0.0130,-0.0004,0.0015,15.0000,COLLISION RISK
716,35.6351,0.0266,-0.0113,0.0116,-0.0117,-0.0112,0.0022,15.0000,COLLISION RISK
717,35.6827,0.0266,0.0103,0.0126,-0.0095,0.0104,0.0030,15.0000,COLLISION RISK
718,35.7306,0.0266,-0.0101,0.0136,-0.0084,-0.0100,0.0036,15.0000,COLLISION RISK
719,35.7784,0.0266,-0.0053,0.0146,-0.0072,-0.0052,0.0040,15.0000,COLLISION RISK
720,35.8261,0.0266,-0.0137,0.0155,-0.0065,-0.0136,0.0041,15.0000,COLLISION RISK
721,36.0918,0.0266,0.0055,0.0163,-0.0050,0.0055,0.0044,15.0000,COLLISION RISK
722,36.0922,0.0266,0.0031,0.0172,-0.0036,0.0032,0.0049,15.0000,COLLISION RISK
723,36.0925,0.0364,0.0055,0.0190,-0.0012,0.0056,0.0155,15.0000,COLLISION RISK
724,36.0928,0.0364,-0.0185,0.0207,-0.0002,-0.0184,0.0152,15.0000,COLLISION RISK
725,36.0930,0.0626,0.0055,0.0250,0.0047,0.0057,0.0423,15.0000,COLLISION RISK
726,36.1274,0.1804,-0.0089,0.0411,0.0214,-0.0079,0.1639,15.0000,COLLISION RISK
727,36.1748,0.1804,0.0091,0.0563,0.0371,0.0099,0.1599,15.0000,ÉLOIGNEMENT
728,36.2214,0.1804,0.0079,0.0707,0.0510,0.0087,0.1567,15.0000,ÉLOIGNEMENT
729,36.2687,0.1804,0.0007,0.0842,0.0629,0.0014,0.1537,15.0000,ÉLOIGNEMENT
730,36.3322,0.1804,0.0031,0.0969,0.0734,0.0037,0.1507,15.0000,ÉLOIGNEMENT
731,36.6176,0.1804,-0.0053,0.1087,0.0819,-0.0048,0.1474,15.0000,ÉLOIGNEMENT
732,36.6183,0.1804,-0.0161,0.1197,0.0886,-0.0157,0.1436,15.0000,ÉLOIGNEMENT
733,36.6186,0.1804,0.0199,0.1299,0.0958,0.0202,0.1400,15.0000,ÉLOIGNEMENT
734,36.6188,0.1804,0.0139,0.1394,0.1015,0.0142,0.1366,15.0000,ÉLOIGNEMENT
735,36.6191,0.1804,-0.0065,0.1482,0.1052,-0.0063,0.1325,15.0000,ÉLOIGNEMENT
736,36.6196,0.1804,-0.0113,0.1562,0.1076,-0.0111,0.1277,15.0000,ÉLOIGNEMENT
737,36.6817,0.1804,-0.0041,0.1635,0.1095,-0.0040,0.1228,15.0000,ÉLOIGNEMENT
738,36.7288,0.1804,-0.0137,0.1701,0.1101,-0.0136,0.1177,15.0000,ÉLOIGNEMENT
739,36.7759,0.1804,0.0211,0.1761,0.1117,0.0211,0.1129,15.0000,ÉLOIGNEMENT
740,36.8231,0.1804,-0.0232,0.1815,0.1104,-0.0232,0.1077,15.0000,ÉLOIGNEMENT
741,37.1009,0.1804,0.0127,0.1864,0.1102,0.0126,0.1024,15.0000,ÉLOIGNEMENT
742,37.1013,0.1804,-0.0017,0.1907,0.1089,-0.0018,0.0974,15.0000,ÉLOIGNEMENT
743,37.1016,0.1804,-0.0125,0.1945,0.1065,-0.0126,0.0920,15.0000,ÉLOIGNEMENT
744,37.1019,0.1804,0.0043,0.1979,0.1046,0.0042,0.0868,15.0000,ÉLOIGNEMENT
745,37.1022,0.1804,-0.0185,0.2008,0.1012,-0.0186,0.0814,15.0000,ÉLOIGNEMENT
746,37.1233,0.1804,-0.0101,0.2032,0.0978,-0.0103,0.0759,15.0000,ÉLOIGNEMENT
747,37.1707,0.1804,-0.0101,0.2053,0.0943,-0.0103,0.0706,15.0000,ÉLOIGNEMENT
748,37.2186,0.1804,-0.0017,0.2069,0.0909,-0.0019,0.0656,15.0000,ÉLOIGNEMENT
749,37.2817,0.1804,0.0139,0.2083,0.0882,0.0137,0.0611,15.0000,ÉLOIGNEMENT
750,37.3294,0.1804,-0.0041,0.2094,0.0844,-0.0043,0.0568,15.0000,ÉLOIGNEMENT
751,37.5937,0.1804,0.0175,0.2103,0.0816,0.0173,0.0527,15.0000,ÉLOIGNEMENT
752,37.5941,0.1804,-0.0161,0.2108,0.0770,-0.0163,0.0485,15.0000,ÉLOIGNEMENT
753,37.5943,0.1804,0.0043,0.2112,0.0735,0.0041,0.0443,15.0000,ÉLOIGNEMENT
754,37.5946,0.1804,-0.0053,0.2113,0.0694,-0.0055,0.0404,15.0000,ÉLOIGNEMENT
755,37.5949,0.1804,0.0007,0.2113,0.0656,0.0005,0.0366,15.0000,ÉLOIGNEMENT
756,37.6308,0.1804,-0.0053,0.2111,0.0616,-0.0055,0.0330,15.0000,ÉLOIGNEMENT
757,37.6785,0.1804,-0.0077,0.2107,0.0575,-0.0079,0.0295,15.0000,ÉLOIGNEMENT
758,37.7262,0.1804,0.0103,0.2102,0.0543,0.0101,0.0264,15.0000,ÉLOIGNEMENT
759,37.7732,0.1804,-0.0173,0.2095,0.0499,-0.0175,0.0232,15.0000,ÉLOIGNEMENT
760,37.8206,0.1804,0.0067,0.2088,0.0467,0.0065,0.0203,15.0000,ÉLOIGNEMENT
761,38.0803,0.1804,-0.0173,0.2080,0.0425,-0.0175,0.0174,15.0000,ÉLOIGNEMENT
762,38.0807,0.1804,0.0151,0.2071,0.0399,0.0149,0.0150,15.0000,ÉLOIGNEMENT
763,38.0809,0.1804,0.0067,0.2061,0.0371,0.0065,0.0131,15.0000,ÉLOIGNEMENT
764,38.0811,0.1804,0.0127,0.2052,0.0347,0.0125,0.0113,15.0000,ÉLOIGNEMENT
765,38.0814,0.1804,0.0055,0.2042,0.0320,0.0053,0.0097,15.0000,STATIONNAIRE
766,38.1223,0.1804,-0.0041,0.2032,0.0290,-0.0042,0.0079,15.0000,STATIONNAIRE
767,38.1698,0.1804,-0.0089,0.2022,0.0259,-0.0090,0.0060,15.0000,STATIONNAIRE
768,38.2174,0.1804,0.0019,0.2011,0.0234,0.0017,0.0044,15.0000,STATIONNAIRE
769,38.2808,0.1804,0.0103,0.2000,0.0215,0.0102,0.0032,15.0000,STATIONNAIRE
770,38.3283,0.1804,0.0031,0.1990,0.0194,0.0030,0.0021,15.0000,STATIONNAIRE
771,38.5889,0.1804,0.0067,0.1980,0.0176,0.0066,0.0011,15.0000,STATIONNAIRE
772,38.5893,0.1804,0.0043,0.1970,0.0157,0.0042,0.0003,15.0000,STATIONNAIRE
