d_mean,d_std,a_abs,a_std,d_diff,v_abs,ttc_mean,label,sigma_opt
0.18591,0.000801,0.01051,0.013654,0.0006,0.00925,15.0,STATIONNAIRE,0.1
0.14286504385593352,0.032769536303466636,0.05052043457782808,0.14696449874435794,0.011521933863169739,0.06298779855238962,1.4131383597242215,COLLISION RISK,5.0
0.05377,0.010771,0.0075,0.00926,0.0046,0.0281,15.0,COLLISION RISK,1.0
0.127945,0.048333,0.02598,0.059068,0.014,0.08515,0.3754,COLLISION RISK,5.0
0.17969,0.000521,0.01241,0.015084,0.0002,0.00109,15.0,APPROCHE,0.1
0.044350726196760205,0.03820312796122784,0.008279706946228012,0.008468591504266564,0.011218127863641951,0.0584792713131039,15.0,ÉLOIGNEMENT,2.5
0.14089139115169244,0.03459395680762096,0.05112052423132057,0.14631111285411952,0.005733873972859698,0.07010288965251861,0.9076683711333156,COLLISION RISK,5.0
0.07017051788602466,0.0302738732310791,0.011894017054083501,0.013101875338328269,0.016844839407495947,0.05313500970199242,15.0,ÉLOIGNEMENT,2.5
0.09347739750951262,0.05692909432767993,0.010217163717934628,0.016010016042239096,0.02798612478569791,0.10885171438010302,14.572315737215536,ÉLOIGNEMENT,5.0
0.081215,0.007879,0.012115,0.013904,0.0031,0.02831,2.6046,APPROCHE,1.0
0.17068,0.014919,0.00804,0.009398,0.0091,0.02955,1.0953,APPROCHE,1.0
0.182345,0.000273,0.008345,0.010741,0.0001,0.003065,15.0,STATIONNAIRE,0.1
0.00495,0.005686,0.010475,0.014315,0.0012,0.01007,15.0,COLLISION RISK,0.1
0.166225,0.00982,0.00748,0.009797,0.0055,0.02384,2.1493,APPROCHE,1.0
0.12611999414350003,0.02880406518095485,0.015192460071964183,0.01687402495610816,0.0015126989200730228,0.04914355028788726,15.0,ÉLOIGNEMENT,2.5
0.18094,0.000185,0.01051,0.011416,0.0001,0.001265,15.0,STATIONNAIRE,0.1
0.1379837348051853,0.05735946479074204,0.009334296176143692,0.011837021472644324,0.011956753686102443,0.12571863857247806,15.0,ÉLOIGNEMENT,5.0
0.16270837885222378,0.02094703941764092,0.015545269176369343,0.01917430658200286,0.01689994665872834,0.06128444208973095,14.662650738184247,ÉLOIGNEMENT,2.5
0.121545,0.008384,0.00953,0.011438,0.0034,0.033175,3.3868,APPROCHE,1.0
0.03377,0.021112,0.00877,0.010929,0.0074,0.07955,0.2119,COLLISION RISK,2.5
0.13775532824611633,0.043864176188872624,0.011843333921173963,0.01905011027480018,0.017216960277656245,0.12596923443288843,15.0,ÉLOIGNEMENT,5.0
0.00511,0.010585,0.007865,0.010389,0.0048,0.064405,-0.093,COLLISION RISK,1.0
0.138515,0.03459,0.05102,0.145797,0.0087,0.07081,0.6059,COLLISION RISK,5.0
0.16652,0.010343,0.011345,0.013699,0.0043,0.035795,6.0346,APPROCHE,1.0
0.063145,0.014492,0.015765,0.022266,0.0074,0.034065,15.0,ÉLOIGNEMENT,1.0
0.092365,0.003393,0.00782,0.009181,0.0019,0.025005,15.0,STATIONNAIRE,0.1
0.02917,0.003697,0.016715,0.022334,0.0057,0.011415,15.0,COLLISION RISK,1.0
